Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,Latitude,Longitude
2015,240,101052,101052,,212 Berkeley Street ,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8005252274, 144.95899845
2015,240,581299,581299,Building 388,143-151 Barry Street,Carlton,2003,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8005253292, 144.959430779
2015,240,502486,502486,Building 337,131-137 Barry Street,Carlton,2003,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8008307067, 144.959374131
2015,240,107551,107551,,196-198 Pelham Street ,Carlton,1900,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.8018571082, 144.959235467
2015,240,107550,107550,Faculty Of Business & Economics (BLD 110),156-180 Berkeley Street ,Carlton,2009,,15,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8015573078, 144.958820282
2015,240,104466,104466,Alan Gilbert Building - Building 104,153-163 Barry Street,Carlton,2002,,8,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8002330663, 144.959280658
2015,240,101055,101055,Melbourne University - Building 260,182-200 Berkeley Street ,Carlton,1890,2003,3,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8010462253, 144.958934134
2015,240,101053,101053,Building 204,208-210 Berkeley Street ,Carlton,1970,,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8006295137, 144.958980179
2015,240,101051,101051,Building 206,214 Berkeley Street ,Carlton,1970,,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8004711367, 144.959010818
2015,240,100838,100838,,141 Barry Street,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8006462581, 144.959408246
2015,240,100837,100837,Building 394,139 Barry Street,Carlton,1890,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8007054658, 144.959399342
2015,240,100835,100835,Melbourne University ICT Building - Building 105,95-129 Barry Street,Carlton,2003,,7,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8013941554, 144.959261955
2015,240,101054,101054,Building  207,202-206 Berkeley Street ,Carlton,1970,,2,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8007400855, 144.958987879
2015,242,104461,104461,Prince Alfred Hotel,191-197 Grattan Street,Carlton,1880,1980,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8004579154, 144.962208973
2015,242,104464,104464,,213-217 Grattan Street,Carlton,1970,1995,2,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8004646623, 144.96157816
2015,242,106384,106384,,8-14 Malvina Place ,Carlton,1940,2010,2,Office,High level of accessibility,Main Entrance has ramp,3,0,,-37.8005866958, 144.961807322
2015,242,104462,104462,Building 274,199-203 Grattan Street,Carlton,1980,,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8005157291, 144.962019474
2015,242,101257,101257,,243-245 Bouverie Street ,Carlton,1940,,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8007607715, 144.962132157
2015,242,101255,101255,Melbourne University - Building 264,197-235 Bouverie Street ,Carlton,1940,2010,6,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8011784179, 144.961518039
2015,242,101254,101254,,183-195 Bouverie Street ,Carlton,1950,1990,2,Educational/Research,High level of accessibility,Main Entrance has ramp,3,0,,-37.8019401783, 144.961459712
2015,242,101258,101258,,247-253 Bouverie Street ,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8006360302, 144.962163661
2015,242,104463,104463,Malvina Terrace,205-211 Grattan Street,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8004182525, 144.961842664
2015,243,104453,104453,,163 Grattan Street,Carlton,1890,2007,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8005973678, 144.963420586
2015,243,109329,109329,Building 348,723-741 Swanston Street ,Carlton,1970,2012,3,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,1,-37.8008726443, 144.963414234
2015,243,109328,109328,Building 243,715-721 Swanston Street ,Carlton,1970,1990,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8011500059, 144.963405385
2015,243,109327,109327,Rydges On Swanston - Melbourne,701-713 Swanston Street ,Carlton,1969,1995,5,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,,-37.8014185919, 144.963382009
2015,243,105655,105655,,18-20 Lincoln Square North,Carlton,1950,1990,3,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.801381723, 144.963050473
2015,243,105654,105654,,22-40 Lincoln Square North,Carlton,1980,2000,3,Office,High level of accessibility,Main Entrance has ramp,3,0,,-37.8013408969, 144.962728797
2015,243,104460,104460,,179 Grattan Street,Carlton,1980,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8005575172, 144.962942947
2015,243,104459,104459,,177 Grattan Street,Carlton,1890,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.800565862, 144.962999547
2015,243,104458,104458,,175 Grattan Street,Carlton,1890,1990,1,Student Accommodation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8005713428, 144.963059363
2015,243,104457,104457,,171-173 Grattan Street,Carlton,1890,1990,1,Student Accommodation,Low level of accessibility,All entrances have steps,1,0,,-37.800578667, 144.963144284
2015,243,104456,104456,,169 Grattan Street,Carlton,1890,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8005759255, 144.96323415
2015,243,104454,104454,,165 Grattan Street,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8005908564, 144.963359112
2015,243,101995,101995,,20-24 Church Street ,Carlton,1970,,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8008495388, 144.962985151
2015,243,101263,101263,Building 384,158-164 Bouverie Street ,Carlton,1954,2010,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.801057856, 144.962711526
2015,243,101262,101262,Building 269,166-170 Bouverie Street ,Carlton,1900,,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.800865859, 144.962718838
2015,243,101261,101261,,172 Bouverie Street ,Carlton,1940,1990,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8007578276, 144.962737729
2015,243,101260,101260,,174-176 Bouverie Street ,Carlton,1940,1990,3,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8006852834, 144.962730547
2015,243,101259,101259,Building 257,183-187 Grattan Street,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,3,,-37.8005402017, 144.962757278
2015,243,109330,109330,Nanos House,743-751 Swanston Street ,Carlton,1950,1990,4,Student Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8006200994, 144.963642273
2015,243,104455,104455,Building 273,167 Grattan Street,Carlton,1890,1998,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,-37.8005830418, 144.963297156
2015,244,101264,101264,Lincoln Square,138-142 Bouverie Street ,Carlton,1960,,1,Community Use,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8024198588, 144.962880899
2015,245,581310,538825,Building C,640 Swanston Street ,Carlton,2003,,3,Residential Apartment,Not determined or not applicable,Access has not been rated,0,,,-37.801885706, 144.964311868
2015,245,101608,101608,,203-225 Cardigan Street ,Carlton,2002,,4,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,,-37.80170809, 144.96494519
2015,245,581508,538825,Building D - Seasons Apartments,604 Swanston Street ,Carlton,2004,,14,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.801885706, 144.964311868
2015,245,581309,538825,Building B,640 Swanston Street ,Carlton,2003,,7,Residential Apartment,Low level of accessibility,All entrances have steps,1,,,-37.801885706, 144.964311868
2015,245,581308,538825,Building A,640 Swanston Street ,Carlton,2003,,10,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.801885706, 144.964311868
2015,245,538825,538825,Uropa Apartments ,604-640 Swanston Street ,Carlton,2002,,1,Parking - Private Covered,Low level of accessibility,All entrances have steps,1,120,,-37.801885706, 144.964311868
2015,245,110987,110987,Astorial Apartments,660-674 Swanston Street ,Carlton,2000,,10,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,36,,-37.8009910518, 144.964288539
2015,245,109365,109365,,644-658 Swanston Street ,Carlton,1928,2000,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.801319079, 144.964282301
2015,245,109362,109362,,676 Swanston Street ,Carlton,1870,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007380057, 144.964218888
2015,245,109361,109361,,678 Swanston Street ,Carlton,1890,1990,2,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8006908718, 144.964226375
2015,245,101610,101610,233 Cardigan Street Business Centre,227-243 Cardigan Street ,Carlton,1980,,3,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8012061048, 144.964882297
2015,245,107554,107554,Liuzzi House,86-94 Pelham Street ,Carlton,,,3,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8023081855, 144.964833837
2015,245,107553,107553,,96-106 Pelham Street ,Carlton,1920,1990,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8022738837, 144.964516773
2015,245,104452,104452,Wexler Court,137-141 Grattan Street,Carlton,,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.8007999048, 144.964505058
2015,245,104451,104451,Leckie Court,127-133 Grattan Street,Carlton,,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.8008232297, 144.964817269
2015,245,104450,104450,Nelson College Apartments,251-257 Cardigan Street ,Carlton,1920,2002,4,Student Accommodation,Low level of accessibility,All entrances have steps,1,0,,-37.8007710236, 144.965103667
2015,245,101612,101612,Albion House,245-249 Cardigan Street ,Carlton,1890,1995,4,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8009631455, 144.965070649
2015,245,101609,101609,Pauline Tower House,199-201 Cardigan Street ,Carlton,1890,1990,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.802070584, 144.964881189
2015,245,109360,109360,,680-682 Swanston Street ,Carlton,1890,1995,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8006275857, 144.964236569
2015,246,106109,106109,,193 Lygon Street,Carlton,1890,,2,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.801094905, 144.966507058
2015,246,588909,588909,,10-12 Argyle Place North,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8017291786, 144.966228886
2015,246,106107,106107,,189 Lygon Street,Carlton,1890,,2,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8011904024, 144.966488043
2015,246,106106,106106,,185-187 Lygon Street,Carlton,1900,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.8012884836, 144.966449582
2015,246,106105,106105,,177-183 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8014437428, 144.966496711
2015,246,106103,106103,,173 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8016059775, 144.966476316
2015,246,573345,573345,,182-184 Cardigan Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008952707, 144.965633846
2015,246,106104,106104,,175 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8015620474, 144.966485571
2015,246,106111,106111,,197 Lygon Street,Carlton,1890,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,-37.8010173972, 144.96664988
2015,246,106112,106112,,199 Lygon Street,Carlton,1890,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,-37.8009670404, 144.96665908
2015,246,515606,515606,,10-14 Grattan Place ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8015991541, 144.96586311
2015,246,573348,573348,,41 Grattan Place ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009092133, 144.965753006
2015,246,559024,559024,,115 Grattan Street,Carlton,,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,-37.8008071179, 144.965684077
2015,246,573346,573346,,178-180 Cardigan Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009579796, 144.965622869
2015,246,573347,573347,,37-39 Grattan Place ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009714008, 144.96574214
2015,246,106102,106102,,171 Lygon Street,Carlton,1900,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8016569466, 144.966469155
2015,246,106108,106108,,191 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8011422811, 144.966496738
2015,246,559022,559022,,111-113 Grattan Street,Carlton,1890,,2,Storage,Low level of accessibility,All entrances have steps,1,0,,-37.8008168719, 144.965769785
2015,246,100572,100572,,24 Argyle Place North,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8017684456, 144.965833872
2015,246,106110,106110,,201-203 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8008970658, 144.966672483
2015,246,106101,106101,,169 Lygon Street,Carlton,1900,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8017181892, 144.966456894
2015,246,100571,100571,,26 Argyle Place North,Carlton,1890,,2,Office,Low level of accessibility,All entrances have steps,1,0,1,-37.8017612696, 144.965774156
2015,246,100573,100573,,22 Argyle Place North,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8017687533, 144.965897358
2015,246,100574,100574,,20 Argyle Place North,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8017681938, 144.965958257
2015,246,100575,100575,,16-18 Argyle Place North,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8017706579, 144.966040634
2015,246,100576,100576,,14 Argyle Place North,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8018215801, 144.966089306
2015,246,101690,101690,,176 Cardigan Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010237863, 144.965672202
2015,246,101691,101691,,170-174 Cardigan Street ,Carlton,1920,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8011060909, 144.965659427
2015,246,106098,106098,,161 Lygon Street,Carlton,1890,,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8019104215, 144.966481998
2015,246,101693,101693,,156-164 Cardigan Street ,Carlton,1970,,1,Hospital/Clinic,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8013256886, 144.965626458
2015,246,101695,101695,,138-146 Cardigan Street ,Carlton,1980,,3,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8017057839, 144.965559769
2015,246,104435,104435,Grattan House,16-20 Grattan Place ,Carlton,1940,,2,Student Accommodation,Low level of accessibility,All entrances have steps,1,0,,-37.8014882319, 144.965907732
2015,246,104447,104447,,81-109 Grattan Street,Carlton,1990,,4,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,,-37.8011023047, 144.966132521
2015,246,104449,104449,,117 Grattan Street,Carlton,1890,,2,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8008004153, 144.965624126
2015,246,105076,105076,,11-13 Hyam Place,Carlton,1940,,1,Wholesale,Low level of accessibility,All entrances have steps,1,0,,-37.8015714982, 144.966054678
2015,246,106099,106099,,163-165 Lygon Street,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8018640153, 144.966410737
2015,246,106100,106100,,167 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8017851258, 144.966445958
2015,246,101692,101692,,166-168 Cardigan Street ,Carlton,1940,,1,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8011915287, 144.965643643
2015,247,106223,106223,,264-266 Lygon Street,Carlton,1900,,3,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8009591118, 144.967199089
2015,247,104446,104446,,45-65 Grattan Street,Carlton,1920,,3,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8011357857, 144.967628888
2015,247,102673,102673,,207-221 Drummond Street ,Carlton,1990,,2,Office,High level of accessibility,Main Entrance has ramp,3,0,,-37.801183156, 144.968042107
2015,2509,618395,618395,,18 Market Street ,Kensington,1997,,2,House/Townhouse,,,,,,-37.7894311693, 144.927309366
2015,247,102672,102672,,205 Drummond Street ,Carlton,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8013823736, 144.96791408
2015,247,102670,102670,Endersleigh,201 Drummond Street ,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8014989939, 144.967859361
2015,247,106228,106228,,254 Lygon Street,Carlton,1890,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,-37.8012370256, 144.967151432
2015,247,102669,102669,,199 Drummond Street ,Carlton,,,3,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,,-37.8015618542, 144.96784367
2015,247,102671,102671,,203 Drummond Street ,Carlton,1900,,3,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,-37.8014389364, 144.967904828
2015,247,106224,106224,,262 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8010347585, 144.967184323
2015,247,106225,106225,,260 Lygon Street,Carlton,1890,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,-37.8010851789, 144.967177269
2015,247,106233,106233,,234-236 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8016933352, 144.967229083
2015,247,106227,106227,,256 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8011869256, 144.967160527
2015,247,106229,106229,,246-252 Lygon Street,Carlton,1890,,4,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8013765595, 144.967324241
2015,247,106230,106230,,242-244 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8015117829, 144.967260577
2015,247,102668,102668,,197 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8016231952, 144.967837933
2015,247,102656,102656,,167 Drummond Street ,Carlton,1890,,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,,-37.802461697, 144.967694547
2015,247,106226,106226,,258 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8011398133, 144.967168406
2015,247,102659,102659,,173 Drummond Street ,Carlton,1890,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8022867326, 144.967724778
2015,247,106232,106232,,238 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.801625909, 144.967236492
2015,247,102650,102650,,153 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8027823222, 144.967771395
2015,247,102651,102651,,155-157 Drummond Street ,Carlton,1890,,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,,-37.8027328914, 144.967744978
2015,247,102652,102652,,159 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8026803455, 144.967786899
2015,247,102653,102653,,161 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8026281363, 144.967795497
2015,247,102654,102654,,163 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8025758291, 144.9678039
2015,247,102658,102658,,171 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.802346438, 144.967715821
2015,247,102657,102657,,169 Drummond Street ,Carlton,1890,,2,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,,-37.80240747, 144.967705241
2015,247,102667,102667,,195 Drummond Street ,Carlton,1870,,3,Hospital/Clinic,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8016839767, 144.967825242
2015,247,102660,102660,,175 Drummond Street ,Carlton,1870,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8022265882, 144.967735535
2015,247,102661,102661,,177 Drummond Street ,Carlton,,2001,2,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,,,-37.8021663781, 144.967745871
2015,247,102662,102662,,179 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.802106262, 144.967753831
2015,247,102663,102663,,181 Drummond Street ,Carlton,1890,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8020463537, 144.96776644
2015,247,102664,102664,,183 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8019852895, 144.967777221
2015,247,102665,102665,Agnes House,185 Drummond Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8019243677, 144.967785219
2015,247,102666,102666,,187-193 Drummond Street ,Carlton,1990,,3,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8018049525, 144.967806659
2015,247,102655,102655,,165 Drummond Street ,Carlton,1890,,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,,-37.8025101447, 144.967688329
2015,247,587430,587430,,68 Pelham Street ,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8026622417, 144.967130325
2015,247,106231,106231,,240 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8015802639, 144.96724635
2015,247,619508,619508,,70 Pelham Street ,Carlton,,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,-37.8026581941, 144.967085413
2015,247,107562,107562,,52 Pelham Street ,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8026703853, 144.967584977
2015,247,107561,107561,,54 Pelham Street ,Carlton,1890,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8026671801, 144.967530289
2015,247,107560,107560,,56 Pelham Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8026564601, 144.967476317
2015,247,107559,107559,,58 Pelham Street ,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8026514459, 144.967420156
2015,247,107558,107558,,60 Pelham Street ,Carlton,,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,-37.8026256132, 144.967335128
2015,247,107557,107557,,62 Pelham Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8026237315, 144.967292678
2015,247,107555,107555,,66 Pelham Street ,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8026086015, 144.967184085
2015,247,106239,106239,,186-190 Lygon Street,Carlton,,2008,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8026398638, 144.966921596
2015,247,106238,106238,Marasco House,192-202 Lygon Street,Carlton,,,4,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8024592445, 144.967052196
2015,247,106237,106237,,204-218 Lygon Street,Carlton,2008,,6,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8021884059, 144.967142531
2015,247,106236,106236,Carlton Lygon Lodge,220-228 Lygon Street,Carlton,1971,2009,5,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8019170214, 144.967189245
2015,247,106235,106235,,230 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8018039533, 144.967209205
2015,247,107556,107556,,64 Pelham Street ,Carlton,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8026163199, 144.967239508
2015,247,106234,106234,,232 Lygon Street,Carlton,1890,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8017588254, 144.967217533
2015,248,108164,108164,,237 Rathdowne Street,Carlton,1890,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.8015273517, 144.969367232
2015,248,104441,104441,Victoria Terrace,21 Grattan Street,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8012787081, 144.968842126
2015,248,104442,104442,Mountrath Place,23 Grattan Street,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8011834171, 144.968791862
2015,248,104443,104443,Mountrath Place,25 Grattan Street,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8011776597, 144.968738489
2015,248,104444,104444,Mountrath Place,27 Grattan Street,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8011723856, 144.968685463
2015,248,104445,104445,,218-224 Drummond Street ,Carlton,1890,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8011619838, 144.968597496
2015,248,106988,106988,,6 O'Connell Lane,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8019241256, 144.968924274
